username,connections_count,followers_count,following_count,activity_count,number_of_posts,account_age_days,bio_length,has_profile_pic,has_cover_photo,followers_following_ratio,label
suman.kale,4677,56,4621,61,7,94,22,1,1,0.01,1
priya_sutar,56167,55734,433,1647,1767,1365,103,1,1,128.72,0
divya.singh,53201,51583,1618,3673,1194,2272,84,1,0,31.88,0
ananyabhise,70825,69193,1632,3465,1179,1728,101,1,0,42.4,0
aaravkulkarni,3729,185,3544,66,14,132,5,1,0,0.05,1
ankit996,70265,69572,693,853,1017,2160,60,1,1,100.39,0
nehajadhav,9369,8383,986,3100,1205,2726,143,1,0,8.5,0
ankit.kamble,40224,39814,410,1500,436,2805,66,1,1,97.11,0
aarav457,2448,188,2260,76,5,8,14,1,1,0.08,1
vivaan.patel,18883,16897,1986,4681,885,2625,97,1,1,8.51,0
mrunal_291,1868,144,1724,61,19,47,12,1,0,0.08,1
aarav_847,74753,73257,1496,2091,1203,1471,50,1,0,48.97,0
arjunsharma,16853,15624,1229,1526,1848,1108,146,1,0,12.71,0
riyakulkarni,3514,250,3264,62,18,45,2,1,0,0.08,1
pooja957,57013,56614,399,3976,1441,677,142,1,0,141.89,0
adityakharat,26892,26044,848,2734,943,2517,79,1,1,30.71,0
mrunal_366,1421,28,1393,31,46,78,25,0,1,0.02,1
yogesh6,90987,89696,1291,2935,1572,309,94,1,0,69.48,0
amit_203,5101,123,4978,36,36,10,29,0,1,0.02,1
shreya_798,70795,69477,1318,164,1278,2423,74,1,1,52.71,0
sai148,73021,71483,1538,1299,1720,1064,151,1,0,46.48,0
nikhil_148,3027,144,2883,58,49,137,0,1,0,0.05,1
aarav35,2011,147,1864,35,41,55,38,0,0,0.08,1
ishaankulkarni,883,14,869,28,38,128,2,0,1,0.02,1
rahul_sharma,39586,38352,1234,4537,777,2150,100,1,1,31.08,0
ankit_singh,85891,84292,1599,4600,1060,2001,115,1,0,52.72,0
krishna423,1808,207,1601,40,10,58,50,1,0,0.13,1
kavya_pawar,62214,60779,1435,4866,469,1935,131,1,1,42.35,0
krishna842,10328,9538,790,2331,277,2295,120,1,1,12.07,0
yogesh.pawar,621,14,607,28,46,6,43,1,1,0.02,1
prathamesh_824,3136,264,2872,28,10,70,8,0,1,0.09,1
suman_mehta,19106,18069,1037,4952,246,666,87,1,0,17.42,0
kavya.patil,79116,77318,1798,4765,449,1560,72,1,1,43.0,0
prathamesh425,36969,35272,1697,4791,1469,670,78,1,1,20.78,0
divya_pawar,4560,101,4459,55,13,24,6,0,1,0.02,1
prathameshkharat,2077,8,2069,68,46,38,37,1,1,0.0,1
ishaan_217,3362,134,3228,73,21,1,3,0,1,0.04,1
shivali_pawar,64002,63079,923,2015,960,1647,97,1,0,68.34,0
prathamesh549,47768,46206,1562,2138,1233,251,73,1,0,29.58,0
divya90,5032,110,4922,47,42,21,46,0,0,0.02,1
aarav_403,2150,112,2038,43,36,164,13,1,1,0.05,1
vivaan_bhise,49526,48741,785,3192,1776,1109,131,1,1,62.09,0
neha_kharat,1860,172,1688,14,12,105,50,0,1,0.1,1
yogesh_bhise,29553,29364,189,877,446,850,126,1,1,155.37,0
suresh.mehta,72351,70611,1740,404,1518,2617,118,1,0,40.58,0
krishna_singh,88220,87319,901,3997,667,2971,54,1,0,96.91,0
prajkta224,20991,19440,1551,3803,1005,2095,96,1,0,12.53,0
poojakamble,1230,234,996,35,30,79,50,0,1,0.23,1
ananyakale,2949,1402,1547,567,1147,2453,58,1,0,0.91,0
vihaan709,1706,108,1598,55,4,25,22,1,1,0.07,1
ankitsingh,1187,153,1034,41,24,16,18,1,1,0.15,1
kunalkharat,33564,32226,1338,4909,1735,1862,93,1,0,24.09,0
aditya820,65077,64927,150,4669,635,1597,72,1,0,432.85,0
ananya_patil,2719,138,2581,4,18,53,34,1,0,0.05,1
nikita.pawar,3615,63,3552,58,16,34,20,1,0,0.02,1
pooja_singh,4644,33,4611,38,5,161,13,1,0,0.01,1
kunal778,3163,19,3144,52,45,40,39,0,0,0.01,1
shreyakamble,4743,151,4592,25,50,131,29,0,1,0.03,1
aditya869,4927,231,4696,2,40,77,45,0,0,0.05,1
ananya92,37293,35383,1910,639,601,2996,96,1,1,18.53,0
vivaanpatel,3730,282,3448,36,41,80,42,1,0,0.08,1
aishwarya_13,2223,174,2049,77,0,143,49,1,0,0.08,1
kavya_bhise,40442,39563,879,2758,1105,354,109,1,1,45.01,0
suresh.sutar,11582,10860,722,2768,1838,1433,50,1,0,15.04,0
riya_shinde,4713,297,4416,31,25,9,24,0,1,0.07,1
shivalipatel,2162,189,1973,37,4,108,21,0,0,0.1,1
shivali.kale,71559,70726,833,398,885,1359,112,1,1,84.91,0
vivaan_407,5105,170,4935,20,35,26,1,1,1,0.03,1
vihaan.sharma,95151,94373,778,845,1804,1253,99,1,1,121.3,0
suresh_645,72250,71725,525,4967,1590,2639,157,1,0,136.62,0
shivali_sutar,100990,99198,1792,858,1964,698,66,1,0,55.36,0
riya.bhise,47086,45556,1530,960,1211,370,116,1,1,29.78,0
ananyashinde,52040,51380,660,4823,168,305,73,1,1,77.85,0
kavya_mehta,1866,87,1779,77,8,145,5,0,0,0.05,1
vihaan.sutar,46644,45051,1593,1484,460,2855,67,1,1,28.28,0
riyasutar,3219,194,3025,1,6,152,5,0,1,0.06,1
prajktasutar,3026,186,2840,70,12,164,50,0,0,0.07,1
divya562,20119,19748,371,3498,1945,803,93,1,0,53.23,0
adityakharat,32154,30808,1346,2933,311,778,103,1,0,22.89,0
ananya_kharat,51273,50222,1051,759,280,936,148,1,0,47.78,0
arjunpatel,1693,185,1508,23,34,56,41,0,0,0.12,1
rahul_428,1958,44,1914,33,37,180,16,1,1,0.02,1
yogesh.singh,26138,24272,1866,3849,1236,2491,107,1,1,13.01,0
amit729,92718,90727,1991,2153,325,2165,120,1,1,45.57,0
shreya.kulkarni,64819,63354,1465,644,121,839,102,1,0,43.25,0
divya.singh,72877,71150,1727,498,1143,872,152,1,0,41.2,0
vihaan.pawar,52974,51461,1513,2064,816,874,73,1,1,34.01,0
prajkta506,11150,9871,1279,1641,927,1748,115,1,1,7.72,0
aarav379,4867,250,4617,31,7,100,29,0,1,0.05,1
priya659,815,71,744,9,29,26,40,1,1,0.1,1
priya_sharma,29150,27325,1825,2806,340,2549,96,1,0,14.97,0
aaravbhise,2509,142,2367,46,20,39,16,1,0,0.06,1
pooja643,26823,26000,823,1711,1492,2352,133,1,1,31.59,0
prathamesh_34,31957,30106,1851,359,636,1644,101,1,0,16.26,0
ishaan782,37454,36511,943,2912,414,1980,58,1,1,38.72,0
kunal_589,1928,245,1683,28,15,54,47,1,0,0.15,1
yogesh_mehta,2745,266,2479,44,4,126,31,1,0,0.11,1
nikhil_kharat,80225,79776,449,3422,820,2669,86,1,1,177.67,0
mrunal_435,24027,23958,69,2064,1489,2993,124,1,0,347.22,0
prathamesh_chavhan,3177,230,2947,69,28,44,25,0,1,0.08,1
sai.sharma,1535,299,1236,51,24,103,50,0,0,0.24,1
prathamesh_149,3227,203,3024,0,14,99,9,0,0,0.07,1
shivali.jadhav,101105,99249,1856,2369,1266,639,89,1,0,53.47,0
sai_jadhav,28516,26552,1964,4967,1345,283,57,1,0,13.52,0
kunal235,4570,290,4280,70,5,60,19,1,0,0.07,1
shreya_patil,4059,214,3845,70,4,172,35,1,0,0.06,1
ankit_394,16878,16059,819,1728,1511,749,130,1,0,19.61,0
rahul.sharma,4073,190,3883,21,19,119,32,1,1,0.05,1
shreyapatel,2415,123,2292,58,21,6,48,1,1,0.05,1
ishaan893,44324,44162,162,4029,1811,2472,82,1,1,272.6,0
suman549,44284,44107,177,1931,1245,221,156,1,0,249.19,0
adityakadam,2499,91,2408,62,6,141,38,1,1,0.04,1
aditya961,4744,13,4731,17,18,135,41,1,1,0.0,1
sai_sharma,83568,82331,1237,1288,1624,1135,53,1,0,66.56,0
aarav_pawar,72648,71746,902,1480,1620,2577,117,1,0,79.54,0
sai_887,3697,139,3558,63,44,71,42,1,0,0.04,1
riya.kamble,93806,93168,638,120,537,732,140,1,0,146.03,0
arjungaikwad,29121,27623,1498,2131,572,422,101,1,0,18.44,0
rohanpatil,4205,81,4124,39,42,101,14,0,0,0.02,1
neha14,3734,182,3552,67,29,177,11,1,1,0.05,1
aarav_pawar,3234,181,3053,45,49,175,22,0,0,0.06,1
mrunal_kharat,92477,92216,261,1797,952,2899,117,1,1,353.32,0
sureshbhise,32284,31456,828,220,1430,411,68,1,0,37.99,0
mrunalkharat,55756,54767,989,713,272,2763,148,1,1,55.38,0
kavya.chavhan,1638,299,1339,10,20,163,44,1,1,0.22,1
divya_sharma,67263,65562,1701,1662,1863,724,53,1,1,38.54,0
neha_331,65478,64654,824,736,1753,2191,108,1,1,78.46,0
shivali_422,62871,61019,1852,752,1109,1210,98,1,1,32.95,0
mrunal362,84320,82806,1514,646,638,2396,74,1,1,54.69,0
kunal_chavhan,14696,13422,1274,3543,1558,1266,58,1,1,10.54,0
prajkta_jadhav,39232,38496,736,2572,1081,1097,88,1,1,52.3,0
vivaanpatel,90729,89526,1203,279,1152,2039,83,1,1,74.42,0
kunal_sharma,4255,227,4028,55,8,157,31,0,0,0.06,1
neha_515,18245,17332,913,2297,544,1791,120,1,0,18.98,0
amit_kulkarni,471,47,424,42,9,126,5,0,1,0.11,1
priya.kadam,17422,16483,939,1564,1035,1375,74,1,1,17.55,0
nikitapatel,1275,164,1111,44,21,93,33,0,0,0.15,1
sumanbhise,75409,74448,961,4858,1488,1546,144,1,1,77.47,0
shreya_kharat,5000,255,4745,48,2,114,50,0,1,0.05,1
vihaan_470,65082,64836,246,4934,1267,2868,126,1,1,263.56,0
arjun_kulkarni,1410,124,1286,71,48,62,27,1,0,0.1,1
prajkta.jadhav,4426,98,4328,32,17,61,15,1,0,0.02,1
riya176,964,192,772,75,36,149,16,0,1,0.25,1
shreya903,3143,214,2929,27,24,98,32,0,0,0.07,1
rohanpawar,2102,8,2094,47,23,179,18,0,1,0.0,1
ananya_190,4789,242,4547,38,50,154,18,1,1,0.05,1
krishna_kulkarni,3955,173,3782,29,49,163,22,0,1,0.05,1
suresh877,64129,63662,467,1654,170,2425,102,1,0,136.32,0
prathamesh.jadhav,55376,54306,1070,291,1677,1552,138,1,0,50.75,0
arjun71,48500,47187,1313,2315,737,2751,119,1,1,35.94,0
vivaan_bhise,33010,32044,966,872,291,466,108,1,0,33.17,0
suresh443,1212,193,1019,59,22,36,5,1,0,0.19,1
amitsingh,77053,75331,1722,4372,496,2602,63,1,1,43.75,0
arjun_singh,682,148,534,2,23,59,26,1,1,0.28,1
kunal274,54461,53992,469,3085,1815,1303,144,1,1,115.12,0
nikhilbhise,37531,37049,482,4792,1478,1498,142,1,1,76.87,0
ishaangaikwad,4647,71,4576,32,23,9,2,0,0,0.02,1
sneha.kadam,2955,28,2927,55,34,144,17,1,1,0.01,1
ananya882,2661,4,2657,33,24,147,35,0,1,0.0,1
mrunal_251,1544,138,1406,79,16,132,35,1,0,0.1,1
riya_gaikwad,2232,11,2221,15,19,180,7,0,0,0.0,1
priya_28,3742,4,3738,66,31,71,21,0,1,0.0,1
ankit_mehta,41934,41490,444,1037,1287,2458,119,1,1,93.45,0
yogesh_patel,1425,144,1281,61,35,156,22,0,1,0.11,1
kavyasutar,59982,58928,1054,3369,1072,1543,108,1,1,55.91,0
arjun_pawar,2657,147,2510,75,49,65,1,1,1,0.06,1
shivali_789,28740,26845,1895,3371,1545,1475,108,1,1,14.17,0
shreya225,77868,77510,358,2761,1829,1234,128,1,1,216.51,0
adityabhise,4227,239,3988,17,50,112,26,1,1,0.06,1
divya_kamble,16644,16339,305,1358,901,2843,65,1,0,53.57,0
nikita.patel,4642,191,4451,49,13,75,19,0,1,0.04,1
aditya_238,4527,269,4258,33,4,111,20,0,1,0.06,1
shreya548,86413,84563,1850,2370,257,1588,99,1,1,45.71,0
pooja280,44860,44687,173,1120,1308,2849,51,1,0,258.31,0
aarav_kale,1097,107,990,16,43,160,21,0,0,0.11,1
vihaanjoshi,44190,42331,1859,279,1793,1851,88,1,1,22.77,0
amit.pawar,66868,66402,466,3493,1884,1949,111,1,0,142.49,0
nikhil.kulkarni,2027,130,1897,13,6,140,20,1,1,0.07,1
pooja823,2305,66,2239,50,34,57,17,1,0,0.03,1
suresh_kharat,66888,65330,1558,1613,517,534,159,1,1,41.93,0
rahul.sutar,20571,19229,1342,3997,226,330,116,1,1,14.33,0
nikhil.patel,100256,99604,652,3726,1932,2083,66,1,0,152.77,0
shivali_707,78166,77083,1083,415,298,2194,79,1,1,71.18,0
riya_sutar,82371,81881,490,346,66,1092,102,1,0,167.1,0
kavya724,89323,88495,828,4974,990,2379,129,1,0,106.88,0
rohan_78,11823,10095,1728,3525,1591,910,115,1,0,5.84,0
vihaan47,1251,168,1083,31,3,49,0,1,0,0.16,1
arjunkale,4729,194,4535,25,28,50,24,1,1,0.04,1
riya32,629,232,397,64,10,57,6,1,1,0.58,1
kunal_patil,3593,117,3476,80,26,4,7,0,1,0.03,1
kavyajoshi,4787,7,4780,51,39,142,4,1,1,0.0,1
kunal.kale,1936,780,1156,412,712,2258,136,1,0,0.67,0
pooja_kharat,19717,18693,1024,3408,146,1551,144,1,1,18.25,0
krishna.kulkarni,18073,16352,1721,1477,222,1307,81,1,1,9.5,0
poojabhise,6911,5194,1717,4875,299,2436,126,1,0,3.03,0
ankit_348,31618,30327,1291,1896,369,2095,89,1,0,23.49,0
kavya_940,3943,239,3704,75,45,17,46,0,1,0.06,1
ankit.bhise,61454,60843,611,3987,1140,336,107,1,1,99.58,0
nehapatel,4985,127,4858,30,27,74,22,0,1,0.03,1
prajktajoshi,4316,229,4087,2,22,8,19,1,0,0.06,1
sai200,1725,61,1664,5,29,70,14,1,0,0.04,1
sai_28,57262,56176,1086,1441,1559,2508,76,1,0,51.73,0
prajkta.kulkarni,50984,50896,88,3587,1100,1313,153,1,1,578.36,0
shivalijoshi,63510,62607,903,2735,1777,2528,155,1,0,69.33,0
amit103,72190,70736,1454,1790,54,1451,54,1,0,48.65,0
aishwarya_patil,49562,49042,520,1189,1111,1815,106,1,1,94.31,0
aaravkharat,866,58,808,7,16,89,24,0,0,0.07,1
nikhil884,63842,62223,1619,124,1887,254,78,1,1,38.43,0
shivali_769,19338,17603,1735,1084,728,239,115,1,1,10.15,0
arjun.bhise,3689,15,3674,2,37,6,20,0,0,0.0,1
sai_354,99410,98213,1197,826,248,1717,86,1,0,82.05,0
adityajadhav,10767,9600,1167,2918,1993,2001,86,1,1,8.23,0
arjunkamble,89776,88464,1312,1804,1860,1246,78,1,0,67.43,0
prajkta.sutar,93776,93372,404,1109,1995,2727,132,1,0,231.12,0
krishna_647,15353,14419,934,2024,719,1512,133,1,1,15.44,0
yogesh_782,82139,81889,250,450,1402,2608,61,1,1,327.56,0
prathamesh275,91696,89930,1766,1724,903,2362,139,1,0,50.92,0
vivaan.bhise,9955,8726,1229,4673,600,324,136,1,1,7.1,0
ishaan.kale,3796,290,3506,15,8,120,12,1,0,0.08,1
prajkta.kulkarni,624,239,385,4,35,57,43,1,0,0.62,1
sneha_kadam,86264,84913,1351,2881,1051,1527,136,1,0,62.85,0
divya_749,572,152,420,70,21,74,30,0,0,0.36,1
neha_bhise,4989,157,4832,57,28,113,13,0,0,0.03,1
prathamesh_sutar,80786,79077,1709,4509,1547,769,74,1,0,46.27,0
aditya_87,2049,61,1988,31,34,35,47,0,0,0.03,1
shivali40,71067,70180,887,4189,1013,1497,63,1,0,79.12,0
shreya551,5090,185,4905,42,13,17,18,0,0,0.04,1
arjun.jadhav,535,96,439,57,50,58,46,0,1,0.22,1
mrunal.kadam,1437,102,1335,47,28,9,41,1,0,0.08,1
priya.singh,60977,60323,654,4446,280,2760,68,1,0,92.24,0
mrunaljadhav,4512,149,4363,62,16,59,27,0,1,0.03,1
aarav_kharat,1807,281,1526,8,44,91,33,0,1,0.18,1
mrunal_patil,3722,236,3486,67,0,11,13,1,0,0.07,1
nikhil_223,2075,43,2032,61,43,105,29,1,0,0.02,1
ankit_bhise,3918,154,3764,61,45,36,33,0,0,0.04,1
rohan_pawar,63622,63051,571,767,1772,2077,70,1,0,110.42,0
kavya_mehta,19114,17987,1127,2090,260,354,66,1,1,15.96,0
prathameshmehta,900,164,736,54,2,52,40,1,0,0.22,1
shreya_212,31604,30998,606,3950,1895,555,51,1,1,51.15,0
kunal684,2302,204,2098,60,24,180,42,0,1,0.1,1
ishaan55,45898,45748,150,1905,1451,1150,122,1,1,304.99,0
rahul.sharma,1116,98,1018,69,23,36,27,1,1,0.1,1
kunal_998,37406,35574,1832,2204,1200,959,72,1,1,19.42,0
kunal.kamble,746,48,698,39,31,99,46,1,0,0.07,1
arjun803,3791,91,3700,69,3,26,17,0,0,0.02,1
amit_972,3079,16,3063,9,5,43,26,1,0,0.01,1
pooja.patel,29235,27672,1563,3190,148,832,59,1,1,17.7,0
nikhil763,3591,216,3375,61,28,109,3,1,0,0.06,1
krishna782,1119,60,1059,35,3,168,16,1,0,0.06,1
kunal542,3395,174,3221,74,14,24,34,1,1,0.05,1
rohangaikwad,2425,157,2268,33,35,83,22,1,0,0.07,1
prathamesh_429,28370,26941,1429,1598,139,586,140,1,1,18.85,0
yogesh_167,2363,247,2116,48,6,123,31,1,1,0.12,1
prathamesh.kale,60936,60475,461,2633,175,2259,109,1,0,131.18,0
vivaan.kulkarni,2190,85,2105,73,25,2,35,0,0,0.04,1
ankit.kulkarni,88336,86864,1472,4345,1619,1485,79,1,0,59.01,0
yogeshpawar,5100,111,4989,55,23,90,28,0,0,0.02,1
ankit156,4886,234,4652,65,1,70,29,1,1,0.05,1
shreya_964,20163,18415,1748,3261,1495,2745,116,1,0,10.53,0
sneha_956,71713,70017,1696,428,1352,1027,139,1,0,41.28,0
prathameshsutar,81541,80306,1235,4068,1664,963,64,1,0,65.03,0
shreya.patil,4317,237,4080,33,36,178,27,1,1,0.06,1
snehakharat,63005,62613,392,2997,386,2746,71,1,0,159.73,0
shreya.kale,66042,64745,1297,816,1403,2785,79,1,0,49.92,0
vihaan.kharat,28471,27115,1356,3354,97,569,70,1,1,20.0,0
kunal.mehta,11052,9827,1225,1730,332,2082,98,1,1,8.02,0
prathamesh_pawar,2076,72,2004,74,38,168,44,1,1,0.04,1
aarav598,1680,47,1633,66,15,150,50,0,0,0.03,1
aditya789,4760,228,4532,77,48,116,48,1,0,0.05,1
prajkta_patil,1270,158,1112,1,6,8,20,0,0,0.14,1
pooja_457,84080,82599,1481,3843,881,607,112,1,1,55.77,0
riya_kale,17883,16791,1092,4684,160,630,93,1,0,15.38,0
nikhil_500,79940,78929,1011,3131,223,2305,138,1,1,78.07,0
amit_kulkarni,3872,22,3850,65,20,95,20,0,0,0.01,1
rohan.bhise,20734,19850,884,4991,1421,2743,73,1,0,22.45,0
rohanbhise,1776,38,1738,48,45,49,47,0,0,0.02,1
krishna_bhise,5984,5210,774,4624,1921,2424,118,1,0,6.73,0
kavya843,62680,62015,665,1043,176,2208,126,1,1,93.26,0
kavya.sharma,6166,5151,1015,1460,1260,598,78,1,1,5.07,0
ankit_409,2305,94,2211,54,24,81,34,0,1,0.04,1
poojashinde,63865,63124,741,3285,637,1000,156,1,1,85.19,0
kavya_882,17691,15980,1711,3495,1019,2657,81,1,1,9.34,0
aarav_177,5012,45,4967,47,27,154,16,0,0,0.01,1
aditya.patel,96946,95337,1609,2069,709,1769,85,1,0,59.25,0
nikhilkamble,2700,12,2688,7,18,175,20,0,0,0.0,1
rohan_jadhav,41491,39751,1740,2541,1460,600,52,1,1,22.85,0
ishaan_patil,90149,89023,1126,3908,131,2081,54,1,1,79.06,0
ananyashinde,577,81,496,33,33,56,11,0,0,0.16,1
shivali.bhise,354,30,324,20,43,2,47,0,0,0.09,1
mrunal995,2240,83,2157,26,34,111,43,0,1,0.04,1
kavya673,45659,44341,1318,4772,522,926,57,1,1,33.64,0
sumanshinde,3699,133,3566,28,45,76,27,1,0,0.04,1
prathameshshinde,68409,67132,1277,1197,1860,1263,117,1,1,52.57,0
suman_85,5186,300,4886,48,36,160,49,0,1,0.06,1
adityakadam,854,114,740,57,47,45,0,0,1,0.15,1
suman_shinde,24668,22757,1911,3359,1865,1365,93,1,0,11.91,0
rahulshinde,853,244,609,2,34,168,34,1,1,0.4,1
arjun.kulkarni,4991,28,4963,58,5,90,22,0,1,0.01,1
rohan.sharma,85406,84336,1070,3102,1080,442,144,1,0,78.82,0
nikhilpatil,21575,19631,1944,763,533,1086,127,1,1,10.1,0
sneha_856,3036,117,2919,61,24,29,16,0,0,0.04,1
krishnabhise,1847,5,1842,11,5,19,42,1,1,0.0,1
aditya_285,1573,175,1398,71,23,98,47,1,0,0.13,1
aditya.kamble,88152,86743,1409,1618,641,2060,103,1,0,61.56,0
sumanshinde,24988,23694,1294,1503,1037,747,146,1,0,18.31,0
yogeshmehta,4613,214,4399,65,5,6,40,1,0,0.05,1
vivaan601,1700,40,1660,54,40,48,5,0,1,0.02,1
mrunal_patel,62356,60760,1596,4791,833,212,141,1,0,38.07,0
neha.mehta,37911,36620,1291,2823,953,1837,71,1,1,28.37,0
mrunalsingh,70961,69492,1469,2348,372,2677,121,1,0,47.31,0
krishna3,61647,59681,1966,1109,547,1094,102,1,1,30.36,0
riya674,4933,149,4784,43,34,120,16,0,1,0.03,1
prathamesh_gaikwad,2089,176,1913,78,17,36,34,0,0,0.09,1
suman_569,76933,75699,1234,3463,841,1390,51,1,0,61.34,0
krishna_461,2613,212,2401,30,5,109,3,0,1,0.09,1
nikita_pawar,4765,137,4628,14,32,10,10,1,0,0.03,1
krishnasharma,83348,83028,320,4589,253,1865,142,1,1,259.46,0
mrunal_kamble,3585,95,3490,33,23,100,4,0,1,0.03,1
yogeshjadhav,30041,28247,1794,735,410,280,75,1,1,15.75,0
aishwarya_543,66525,65997,528,4555,1750,902,145,1,0,124.99,0
prajkta_kamble,43014,42201,813,3972,1550,2316,77,1,0,51.91,0
priya18,4086,165,3921,9,39,1,21,1,1,0.04,1
aishwarya135,51251,49766,1485,1109,72,2683,104,1,1,33.51,0
arjun_819,4044,151,3893,39,46,33,20,1,1,0.04,1
krishna.gaikwad,61080,60983,97,4577,460,1747,92,1,0,628.69,0
priyagaikwad,60714,59212,1502,1737,364,1385,117,1,0,39.42,0
rahul341,3799,190,3609,74,27,55,10,0,0,0.05,1
amit_sutar,80245,78498,1747,643,1770,2801,142,1,0,44.93,0
aarav.kamble,20727,20319,408,1717,1686,1079,153,1,1,49.8,0
vihaansutar,37603,35773,1830,2247,1688,757,149,1,0,19.55,0
aditya_bhise,33719,33170,549,2002,251,1017,97,1,0,60.42,0
arjunpawar,18748,17504,1244,3480,859,2238,157,1,1,14.07,0
vihaan_patel,91854,90769,1085,3507,1695,481,100,1,0,83.66,0
suman_325,2064,262,1802,50,22,35,35,1,0,0.15,1
ananya_792,14415,13793,622,2004,532,386,154,1,1,22.18,0
krishna.jadhav,57979,56359,1620,234,1426,1156,141,1,0,34.79,0
sneha59,70766,69392,1374,2646,387,1090,154,1,0,50.5,0
amit_kulkarni,1780,54,1726,26,9,56,13,1,1,0.03,1
ankit.patil,7311,6913,398,747,1771,1383,52,1,1,17.37,0
yogesh_sharma,62906,62559,347,292,844,2164,115,1,1,180.29,0
suman869,5230,4513,717,4123,763,1781,57,1,1,6.29,0
vihaan_20,29801,28566,1235,4581,169,2048,63,1,0,23.13,0
shivalipatel,3867,89,3778,10,35,112,8,0,1,0.02,1
prathamesh_837,54816,53914,902,2432,517,845,66,1,1,59.77,0
amit.sharma,4407,139,4268,76,19,85,24,1,1,0.03,1
shreyakulkarni,2555,296,2259,25,47,65,45,0,1,0.13,1
kunal.pawar,2936,183,2753,45,28,67,32,1,1,0.07,1
krishna750,72375,71948,427,671,1178,1732,117,1,1,168.5,0
sneha_patel,52646,51866,780,548,393,2194,70,1,0,66.49,0
aditya_678,56148,54667,1481,3295,1828,1254,90,1,1,36.91,0
divya_78,67176,65383,1793,4605,85,1778,88,1,1,36.47,0
saimehta,97589,97519,70,1684,1548,1156,153,1,1,1393.13,0
prajkta_181,3467,201,3266,23,4,4,48,0,1,0.06,1
ananyachavhan,4059,40,4019,26,12,180,46,0,1,0.01,1
riya.jadhav,4318,76,4242,34,17,108,4,1,1,0.02,1
ishaan696,2440,46,2394,54,13,141,19,0,0,0.02,1
aishwarya_293,2032,266,1766,2,44,16,24,0,0,0.15,1
suresh241,1016,171,845,77,2,66,13,0,1,0.2,1
kavya_935,857,126,731,34,33,113,28,1,0,0.17,1
sai951,27324,25564,1760,1662,1218,899,149,1,0,14.53,0
riya_861,81551,79919,1632,4050,398,2303,89,1,0,48.97,0
amit.pawar,3275,217,3058,80,45,66,23,0,1,0.07,1
riya.kadam,2596,125,2471,39,38,147,31,1,1,0.05,1
aarav.kadam,64400,63997,403,1294,110,444,98,1,0,158.8,0
mrunal.jadhav,4987,31,4956,41,21,57,48,1,1,0.01,1
mrunal_kadam,54664,53803,861,2157,663,2134,104,1,1,62.49,0
vivaan_291,2596,295,2301,40,36,20,22,0,0,0.13,1
divya.patel,1592,91,1501,80,20,71,26,1,1,0.06,1
riya_940,4319,166,4153,35,11,28,30,0,1,0.04,1
nikitapatel,612,277,335,37,46,132,33,1,0,0.83,1
ananyachavhan,27531,25740,1791,2686,1645,229,105,1,1,14.37,0
rohan786,3426,79,3347,29,25,139,48,1,1,0.02,1
sneha527,53555,52905,650,170,1559,1010,129,1,1,81.39,0
ananya.mehta,14549,14388,161,1244,135,2555,100,1,0,89.37,0
suresh320,3360,32,3328,57,10,16,12,0,1,0.01,1
vihaan6,86788,85928,860,4340,1313,1644,91,1,0,99.92,0
suman_600,4415,87,4328,79,12,3,13,1,1,0.02,1
divya_230,3372,244,3128,73,32,15,21,1,0,0.08,1
vivaanjoshi,1695,40,1655,73,2,179,25,1,1,0.02,1
prajkta737,40623,39456,1167,4434,708,2662,84,1,0,33.81,0
amit_320,49370,47916,1454,1902,1329,1844,138,1,1,32.95,0
riyajadhav,94910,94590,320,4833,943,1250,143,1,1,295.59,0
kunalsutar,85872,85495,377,2102,1545,2834,68,1,0,226.78,0
vivaan.kale,2255,166,2089,70,30,11,18,1,1,0.08,1
nikhil.joshi,2776,11,2765,67,40,26,6,0,0,0.0,1
ishaankamble,62489,61885,604,3070,263,277,98,1,1,102.46,0
yogesh267,90374,89484,890,3194,783,2982,64,1,0,100.54,0
sneha.kamble,2638,2000,638,4487,695,1359,67,1,0,3.13,0
priya158,77386,76091,1295,2605,548,2933,64,1,0,58.76,0
yogesh.pawar,3424,49,3375,56,3,36,2,0,0,0.01,1
vivaanpatel,869,13,856,11,33,25,21,0,1,0.02,1
shivalikamble,3131,190,2941,32,41,132,1,0,0,0.06,1
divyapatel,2502,94,2408,6,6,112,26,1,1,0.04,1
nikhil_kale,59988,58824,1164,1668,1209,2550,144,1,1,50.54,0
rahul.bhise,3275,122,3153,46,10,121,42,1,0,0.04,1
priya_patil,75931,74783,1148,4024,1323,1451,112,1,1,65.14,0
vivaan.patel,5108,137,4971,21,31,148,9,1,1,0.03,1
rahul_kharat,2023,58,1965,40,26,58,4,0,1,0.03,1
prajkta916,2428,222,2206,40,5,151,25,1,0,0.1,1
prajkta_mehta,61995,61255,740,3936,130,271,93,1,1,82.78,0
aarav_chavhan,1396,34,1362,4,15,59,43,1,1,0.02,1
nikhil_303,18548,17001,1547,1207,1023,2584,56,1,0,10.99,0
vihaan.gaikwad,8509,7321,1188,1992,1479,1045,126,1,0,6.16,0
amit10,3262,36,3226,40,21,153,8,1,0,0.01,1
mrunalpatil,4715,279,4436,72,5,178,24,0,1,0.06,1
vihaan718,25210,24637,573,1163,1911,729,139,1,0,43.0,0
